NÚM_REGISTRE,NOM_ENTITAT,ADREÇA,CP,MUNICIPI,COMARCA,TELÈFON_FAX,CORREU_ELECTRÒNIC,TIPUS_ENTITAT,MODALITATS
18413,SOCIETAT DE CAÇADORS SANTA MARIA DE LA SERRALADA,"Santo Domingo, 4",08106,Santa Maria de Martorelles,Vallès Oriental,/,,Clubs i Associacions Esportives,Caça
18414,CLUB D'HIPICA MAS FLECA,"Disseminat Can Fleca, 1",08227,Terrassa,Vallès Occidental,629342424 /,info@masfleca.com,Clubs i Associacions Esportives,Hípica
18415,RUFA CLUB CICLISTA,"Occident, 14 B",17742,Avinyonet de Puigventós,Alt Empordà,620875809 /,,Clubs i Associacions Esportives,Ciclisme
18416,CLUB HIPIC CAVALL ESPORT I NATURA TORRELAVIT,Can Parellada de la Mata,08776,Torrelavit,Alt Penedès,/,hipicacen@gmail.com,Clubs i Associacions Esportives,"Alta Escola, Concurs complet d'equitació, Curses a cavall (Hipica), Curses a cavall de galop i trot, Doma clásica, Doma vaquera, Enganxes, Equitació amb poni, Horse Ball, Hípica, Marxes a cavall, Monta Western, Para equestre, Raid, Salts d'obstacle, Trec, Turisme eqüestre, Volteig"
18417,ASSOCIACIO ESPORTIVA ESCOLAR INSTITUT CAN ROCA,"Bejar, 189",08225,Terrassa,Vallès Occidental,937364803 /,inscanroca@xtec.cat,Associacions Esportives Escolars,"Bàdminton, Bàsquet, Hip Hop, Patinatge artístic, Tennis taula, Voleibol"
18418,ASSOCIACIO ESPORTIVA CLUB CICLES BERENGUER SABADELL,"C/ Balmes, 38-40 local",08203,Sabadell,Vallès Occidental,937275050 /,joanbas68@gmail.com,Clubs i Associacions Esportives,Ciclisme
18419,CLUB TAEKWONDO YONG-GAM TORRELLES DE LLOBREGAT,Mare de deu del Carme 7B,08620,Sant Vicenç dels Horts,Baix Llobregat,667320428 /,taekwondo_yong-gam@hotmail.com,Clubs i Associacions Esportives,Taekwon-do
18420,CLUB FUTBOL SALA JORDI SANCHEZ,Eduardo Marquina 10 5º 4º,08911,Badalona,Barcelonès,650953500 /,efsjordisanchez@hotmail.es,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
18421,CLUB BUSSEIG PALLARS,"Plaça Major, 12, baixos",25656,Tremp,Pallars Jussà,606677928 / 973652036,info@busseing.com,Clubs i Associacions Esportives,Activitats subaquàtiques
18422,CLUB ESPORTIU BADALONA FIGHTERS,Eduard Maristany 71,08912,Badalona,Barcelonès,666310979 /,info@cembdn.es,Clubs i Associacions Esportives,"Boxa, Karate"
18423,CLUB HANDBOL LA SALLE SANT CELONI,Campins 59,08470,Sant Celoni,Vallès Oriental,/,,Clubs i Associacions Esportives,Handbol
18424,CLUB ARQUERS MONTSANT,"Camí Can Cusi, s/n",43360,Cornudella de Montsant,Priorat,606580976 /,info@diomar-bows.com,Clubs i Associacions Esportives,Tir amb arc
18425,ASSOCIACIO ESPORTIVA EL POAL,Prat de la Riba 13,25143,"Poal, el",Pla d'Urgell,/,ueelpoal@gmail.com,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
18426,CLUB EXCURSIONISTA CANOVES I SAMALUS (C.E.C.S.),"C/ Mallorca, 14",08445,Cànoves i Samalús,Vallès Oriental,647749355 /,cecanovesisamalus@gmail.com,Clubs i Associacions Esportives,Excursionisme
18427,ASSOCIACIO ESPORTIVA ESCOLAR DEL COL.LEGI SAGRADA FAMILIA DE GIRONA,"Carretera Sant Feliu, 40",17004,Girona,Gironès,972200100 / 972410262,b7001942@xtec.cat,Associacions Esportives Escolars,"Atletisme, Ball esportiu, Bàsquet, Patinatge artístic"
18429,FUTBOL CLUB SANT CELONI,Catalunya s/n,08470,Sant Celoni,Vallès Oriental,/,,Clubs i Associacions Esportives,Futbol
18430,ASSOCIACIO DE BLACKBALL CATALUNYA (ABACAT),Emprius 7-11,08202,Sabadell,Vallès Occidental,698762477 /,abacat@abacat.cat,Clubs i Associacions Esportives,Blackbol
18431,CLUB TAEKWONDO HARU CASTELLDEFELS,Roger de Lluria 11,08811,Canyelles,Garraf,/,taekwondoharu@hotmail.com,Clubs i Associacions Esportives,Taekwon-do
18432,CLUB AEROMODELISTA IGUALADA,Galicia 19 baixos,08700,Igualada,Anoia,609359058 /,grupaeromodelistaigualada@gmail.com,Clubs i Associacions Esportives,Aeromodelisme
18433,CLUB VOLEIBOL LLINARS DEL VALLÈS,Verdaguer 7,08440,Cardedeu,Vallès Oriental,609060199 /,clubvoleillinars@gmail.com,Clubs i Associacions Esportives,Voleibol
18434,CLUB FUTBOL SALA FONTCOBERTA,"de la Pedrera, 9",17833,Fontcoberta,Pla de l'Estany,/,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
18435,ASSOCIACIÓ ESPORTIVA MIMA TABARES CLAPES,"C/ Balmes, 33, 1r 1a",08380,Malgrat de Mar,Maresme,667721223 /,mtc.esports@gmail.com,Clubs i Associacions Esportives,"Atletisme, Bàsquet, Ciclisme, Excursionisme esportiu, Futbol, Futbol sala (Futbol cinc), Natació, Triatló"
18436,CLUB DEPORTIVO FANATIX,"C/ de la Selva, 5-7, 2n 4a",08397,Pineda de Mar,Maresme,935951697 /,fanatixurbandance@gmail.com,Clubs i Associacions Esportives,Ball esportiu
18437,CLUB ATLETISME TRAIL ATLETES BAIX GAIA,"C/ Nou, 6",43762,"Riera de Gaià, la",Tarragonès,636271152 /,ceatletesbaixgaia@gmail.com,Clubs i Associacions Esportives,"Alpinisme, Atletisme, Escalada, Excursionisme, Excursionisme esportiu, Triatló"
18438,CLUB PETANCA CAN MARQUES,"C/ Cirerer, s/n",08187,Santa Eulàlia de Ronçana,Vallès Oriental,937069812 /,,Clubs i Associacions Esportives,Petanca
18439,ASSOCIACIO ESPORTIVA AGO TEAM CERVERA,"Avinguda Duran i Sampere, 41",25200,Cervera,Segarra,625072198 /,roninfitness57@yahoo.com,Clubs i Associacions Esportives,"Hapkido, Taekwon-do"
18440,CLUB TENNIS TAULA BARCELONA,"Avinguda Josep V. Foix, 85",08034,Barcelona,Barcelonès,685237636 /,info@ttbarcelona.cat,Clubs i Associacions Esportives,Tennis taula
18441,CLUB JUDO SANT ESTEVE SESROVIRES,"C/ Maria Aurelia Capmany, 16",08635,Sant Esteve Sesrovires,Baix Llobregat,600667861 /,judosantestevesesrovires@hotmail.com,Clubs i Associacions Esportives,Judo
18442,CLUB PATINATGE ARTISTIC SEVA,"C/ Sant Antoni, s/n",08553,Seva,Osona,644971912 /,patinatgeseva@gmail.com,Clubs i Associacions Esportives,Patinatge artístic
18443,CLUB DE PADEL GOLPE 54,"Passeig del Bosc, 41",08860,Castelldefels,Baix Llobregat,616471550 /,presidenteCP54@gmail.com,Clubs i Associacions Esportives,"Padel, Tennis"
18445,CLUB ESPORTIU MAGIC VOLEI VILADECANS,"C/ Antonio Machado, 43",08840,Viladecans,Baix Llobregat,677533780 /,magicvoleiviladecans@gmail.com,Clubs i Associacions Esportives,Voleibol
18446,CLUB ESPORTIU SANTA COLOMA FUTSAL 2017,Jacinto Verdaguer 20,08922,Santa Coloma de Gramenet,Barcelonès,650953500 /,,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
18447,CLUB PADEL INDOOR-SANT PERE DE RIBES (CPI-SPR),"de les Modistes, 8",08812,Sant Pere de Ribes,Garraf,671515121 /,info@padelcpi.com,Clubs i Associacions Esportives,Padel
18448,ASSOCIACIO ESPORTIVA BCN TEMPTATION,"Tortella, núm. 1 1r 3a",08005,Barcelona,Barcelonès,610070802 /,sambaseck@hotmail.com,Clubs i Associacions Esportives,Ball esportiu
18449,PADEL MONTGAT MARINA CLUB,"Ral, 151",08390,Montgat,Maresme,93 469 87 36 /,info@padelmontgat.net,Clubs i Associacions Esportives,Padel
18450,ASSOCIACIO ESPORTIVA SENGLANERS D'ARBUCIES,"Masia El Pol, s/n",17401,Arbúcies,Selva,972860987 /,info@elpol.cat,Clubs i Associacions Esportives,Caça major
18451,CLUB PATINATGE ARTISTIC POBLENOU,Lope de Vega 113 Principal 1r,08005,Barcelona,Barcelonès,/,cpa.poblenou@gmail.com,Clubs i Associacions Esportives,"Patinatge artístic, Patinatge sobre rodes"
18452,CLUB ESPORTIU MOVIT VILAMAJOR,Vell 14,08459,Sant Antoni de Vilamajor,Vallès Oriental,618469202 /,escolatrail@movit.cat,Clubs i Associacions Esportives,Excursionisme
18453,CLUB ESPORTIU NORDICCARDONA,"Joan Coromines, 9",08261,Cardona,Bages,630251784 /,info@cardonaevents.com,Clubs i Associacions Esportives,"Atletisme, BTT (ciclisme en bicicleta tot terreny), Basquetbol, Curses d'orientació, Esports de neu, Excursionisme esportiu, Futbol sala (Futbol cinc), Ioga, Marxa nòrdica, Padel, Senderisme  (Excursionisme)"
18454,CLUB BADMINTON BAGES,"del Ferrocarril, 5-7",08242,Manresa,Bages,647858401 /,manresa.bad@gmail.com,Clubs i Associacions Esportives,Bàdminton
18455,CLUB ESPORTIU UPPERCUT LLEIDA,"C/ Riu Llobregat, 3, bajos",25001,Lleida,Segrià,973850089 / 973850089,gimnascappont@gmail.com,Clubs i Associacions Esportives,"Boxa, Jiu-jitsu, Kick boxing"
18456,CLUB TAEKWONDO MON SENTMENAT,"C/ Coromines, 22",08181,Sentmenat,Vallès Occidental,937153398 /,manel.m.linde@hotmail.com,Clubs i Associacions Esportives,Taekwon-do
18457,CLUB ESPORTIU TORREDEMBARRA BOXA / MUAY-THAÏ,"C/ Isaac Peral, 53, 1r 1a",43830,Torredembarra,Tarragonès,674305442 /,clubesporttbmt@gmail.com,Clubs i Associacions Esportives,"Boxa, Muay-thaï"
18458,CLUB PATINATGE ARTISTIC LA PALMA,"Canigó, 9",08756,"Palma de Cervelló, la",Baix Llobregat,687755886 /,patinatgeartisticlapalma@gmail.com,Clubs i Associacions Esportives,Patinatge artístic
18459,CLUB ESPORTIU KARATE BEGUES,"Camí Ral, 152, B-2",08859,Begues,Baix Llobregat,930008775 / 930008775,clubjodanryubegues@gmail.com,Clubs i Associacions Esportives,Karate
18460,RUGBI CLUB CASTELL DE CALAFELL,"Sol, 11",43820,Calafell,Baix Penedès,877052174 /,rcccalafell@gmail.com,Clubs i Associacions Esportives,"Rugby, Rugby a 7"
18461,CLUB FUTBOL SALA BELLAGUARDA,"de les Escoles, 10",25177,Bellaguarda,Garrigues,973124004 /,ajuntament@bellaguarda.cat,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
18462,ASSOCIACIO ESPORTIVA BRUIXES TRAIL,"Sant Sebastià, 6",25730,Artesa de Segre,Noguera,615340138 /,bruixestrailmontmagastre@gmail.com,Clubs i Associacions Esportives,"Excursionisme, Excursionisme esportiu"
18463,CLUB ESPORTIU CAÑAS TRIAL,"Carretera dels sis pobles, s/n",08338,Premià de Dalt,Maresme,629804545 /,cesar.once@gmail.com,Clubs i Associacions Esportives,Trial (trial-bici)
18464,CLUB ESPORTIU OKAERI DE VILADECANS,"C/ Joan Fiveller, 49",08840,Viladecans,Baix Llobregat,634548292 /,jperezvaz@gmail.com,Clubs i Associacions Esportives,"Escalada, Excursionisme, Jiu-jitsu, Jiujitsu brasiler, Judo, Senderisme  (Excursionisme)"
18465,CLUB D'ATLETISME CALONGE-SANT ANTONI,de les Escoles s/n,17251,Calonge,Baix Empordà,669664720 /,escolaatletismecalonge@gmail.com,Clubs i Associacions Esportives,Atletisme
18466,CLUB VOLEIBOL MURS MONTJUÏC,"Balmes, 156",08008,Barcelona,Barcelonès,659294911 /,info@clubvoleibolmursmontjuic.net,Clubs i Associacions Esportives,"Volei Platja, Volei en pista, Voleibol"
18467,CLUB BITLLES ALCOVER,"Les Rodes, 9",43460,Alcover,Alt Camp,619700374 /,toproca@yahoo.es,Clubs i Associacions Esportives,Bitlles catalanes
18468,CLUB ESPORTIU EBRE AGILITY,"c/ Sant Ruf, núm. 10",43520,Roquetes,Baix Ebre,/,ebreagility@gmail.com,Clubs i Associacions Esportives,Agility
18469,CLUB DE FUTBOL AMERICA RIUDOMS REBELS,"Violant d'Hongria, 18, 4t 2a",43007,Tarragona,Tarragonès,657130496 /,rebelscfa@gmail.com,Clubs i Associacions Esportives,Futbol americà
18470,CLUB PETANCA CALDETES,"de la Vila, s/n",08393,Caldes d'Estrac,Maresme,669849940 /,petanca.caldetes@gmail.com,Clubs i Associacions Esportives,Petanca
18471,CLUB RITMICA CERVERA,Major 79 Baixos,25200,Cervera,Segarra,686272212 /,clubritmicacervera@gmail.com,Clubs i Associacions Esportives,"Aikido, Gimnàstica ritmica"
18472,CLUB SCORPIONS FUTBOL AMERICA BIGUES I RIELLS,"Travessera de Baix, 7",08415,Bigues i Riells,Vallès Oriental,644387831 /,scorpionsfootballbigues@gmail.com,Clubs i Associacions Esportives,"Futbol americà, Futbol flag"
18473,ASSOCIACIO ESPORTIVA DE CAÇA COLLA LA GARROTXA,"Dr. Danes, 10 1 2",17800,Olot,Garrotxa,972 262286 /,joan.prunesc@gmail.com,Clubs i Associacions Esportives,Caça
18474,CLUB FUTBOL SALA ENCAMP,"dels Ocells, 19 (EL PLA DE SANT TIRS)",25796,Ribera d'Urgellet,Alt Urgell,630111017 /,info@fcencamp.org,Clubs i Associacions Esportives,"Futbol, Futbol sala (federació futbol sala)"
18475,ASSOCIACIÓ ESPORTIVA LES OLIVERES SANTA COLOMA,"Constança 8, 4º 2º",08029,Barcelona,Barcelonès,659565130 /,info@udaprotodos.com,Clubs i Associacions Esportives,Futbol Onze
18476,CLUB ESPORTIU FOOTBALL DREAMS,"Marques de la Quadra 4, Principal 2",08003,Barcelona,Barcelonès,638672955 /,cristianhernandezmontes@hotmail.com,Clubs i Associacions Esportives,Futbol
18477,SANG CULE-CORSICA CLUB FUTBOL SALA,Vallespir 190,08014,Barcelona,Barcelonès,690783315 /,cscfutsal2017@gmail.com,Clubs i Associacions Esportives,"Futbol, Futbol sala (Futbol cinc)"
18478,PADEL CLUB CELTIC LES FRANQUESES,"Verge de la Merçè, núm. 48",08520,"Franqueses del Vallès, les",Vallès Oriental,627077123 /,pradobarbecho@hotmail.com,Clubs i Associacions Esportives,"Futbol, Padel"
18479,CLUB ESPORTIU PITCH-PUTT AMICS SANT CUGAT,Oriente 61 B2,08172,Sant Cugat del Vallès,Vallès Occidental,66669884 /,josejavier64@yahoo.es,Clubs i Associacions Esportives,Pitch and Putt/Pitch&Putt
18480,CLUB ESPORTIU SANTA SUSANNA 2017 FUTSAL,"Vistamar, 5",08398,Santa Susanna,Maresme,697967627 /,freide@hotmail.com,Clubs i Associacions Esportives,"Futbol, Futbol sala (Futbol cinc)"
18481,CLUB ESPORTIU HACIA EL SUP GARRAF,"Escullera de Ponent, s/n",08871,Sitges,Garraf,639649569 /,info@haciaelsup.com,Clubs i Associacions Esportives,"Bodyboard, Caiac de Mar, Stand Up Paddle, Surf, Wakeboard (Motonàutica), Windsurfing T.D.V. (Vela)"
18482,FOIX CYCLING 2018 CLUB ESPORTIU,"Eduard Toldrà, 22A. 6è 1a",08800,Vilanova i la Geltrú,Garraf,629744784 /,carlessol@gmail.com,Clubs i Associacions Esportives,Ciclisme
18483,TOT PADEL BAGES CLUB,"Abrera-Manresa, Km. 12 (Pol.Ind. La Fabrica)",08297,Castellgalí,Bages,93 876 11 05 /,totpadel@gmail.com,Clubs i Associacions Esportives,Padel
18484,CLUB ESPORTIU AGER PASSION PARAGLIDING,"Travessera s'Àger, s/n",25692,Àger,Noguera,609871721 /,tobycolombe@gmail.com,Clubs i Associacions Esportives,Parapent
18485,CLUB PETANCA HORTONENC,"Generalitat, 55, 2n 1a",08791,Sant Llorenç d'Hortons,Alt Penedès,644364608 /,pedropizarroponce@hotmail.com,Clubs i Associacions Esportives,Petanca
18486,CLUB ESPORTIU FILIRUN TRAIL EL VENDRELL,"Indústria, 18-22, 4t 1a",43700,"Vendrell, el",Baix Penedès,977665307 /,filirun@hotmail.com,Clubs i Associacions Esportives,"Atletisme, Excursionisme esportiu"
18487,CLUB ESPORTIU BTT MIRALCAMP,"Països Catalans, 1",25242,Miralcamp,Pla d'Urgell,669482158 /,,Clubs i Associacions Esportives,"Atletisme, Ciclisme, Excursionisme"
18488,PADEL CLUB LLUÇANES,"Major, 1",08516,Olost,Osona,697935500 /,padelclubllucanes@gmail.com,Clubs i Associacions Esportives,Padel
18489,ROSES CITY FUTBOL CLUB,"Josep Romanyach, 42 , 3r 4a",17480,Roses,Alt Empordà,609242402 /,rosescitufc@gmail.com,Clubs i Associacions Esportives,"Futbol Onze, Futbol Set, Futbol platja"
18490,CLUB ESCACS SALAURIS,"Mossen Josep Llaurado Piñol,  Jardin Botanic Salou",43840,Salou,Tarragonès,635918945 /,escolaescacs.salou@gmail.com,Clubs i Associacions Esportives,Escacs
18491,CLUB DE BOXA ZONA DE COMBATE RIPOLLET,"Casanova, 21",08291,Ripollet,Vallès Occidental,691115092 /,clubzonadecombate@gmail.com,Clubs i Associacions Esportives,"Boxa, Kick boxing, Muay-thaï"
18492,CLUB ESPORTIU FREESTYLE LA PETJA,"Camí del Coll de Santa Catalina, núm. 115",43590,Tortosa,Baix Ebre,629930051 /,cefreestylelapetja@gmail.com,Clubs i Associacions Esportives,"Ciclisme, Skate-Board"
18493,ASSOCIACIO ESPORTIVA GIRLS BIKE WEEKEND,"Canonge Baranera, 22",08911,Badalona,Barcelonès,608883859 /,girlsbikeweekend@gmail.com,Clubs i Associacions Esportives,Ciclisme
18494,CLUB TRIATLO T3 TEAM RUBI,"Floridablanca, 35, 3r 1a",08191,Rubí,Vallès Occidental,607367296 /,oriol.palau@gmail.com,Clubs i Associacions Esportives,"Aigües obertes, Atletisme, Ciclisme, Triatló"
18495,CLUB DE PATINATGE ARTISTIC PALAUTORDERA,"del Berguedà, 7 Urb. Can Bosc",08460,Santa Maria de Palautordera,Vallès Oriental,619271545 /,cpapalautordera@gmail.com,Clubs i Associacions Esportives,Patinatge artístic
18496,FUTBOL CLUB SPORTING VALLES,"Blasco de Garay, 12",08191,Rubí,Vallès Occidental,619290198 /,sportingvalles@gmail.com,Clubs i Associacions Esportives,Futbol
18497,CLUB CICLISTA ULLASTRELL,"Vall, 48",08231,Ullastrell,Vallès Occidental,678485050 /,ccullastrell@gmail.com,Clubs i Associacions Esportives,Ciclisme
18498,CLUB BASQUET L'AMETLLA DE MAR,"Carrer del Pou, 24",43860,"Ametlla de Mar, l'",Baix Ebre,667971870 /,cblacala@gmail.com,Clubs i Associacions Esportives,Basquetbol
18499,CLUB TENNIS DESPI 2018,"Sant Martí de l'Erm, 30",08970,Sant Joan Despí,Baix Llobregat,934770051 /,ezamorano@llinarsportdespi.cat,Clubs i Associacions Esportives,"Padel, Tennis"
18500,CLUB BADMINTON ALCANAR,"Avinguda Catalunya, 114 3r 3a",43530,Alcanar,Montsià,678572838 /,bdmalcanar@gmail.com,Clubs i Associacions Esportives,Bàdminton
18501,FUTBOL CLUB MONTMANEU,"Carrer de la Panadella, 8",08717,Montmaneu,Anoia,615225175 /,fcmontmaneu@gmail.com,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
18502,CLUB VOLEIBOL SANT CLIMENT,"Travessia Prat de la Riba, s/n",08849,Sant Climent de Llobregat,Baix Llobregat,653642828 /,cvsantcliment@gmail.com,Clubs i Associacions Esportives,"Handbol, Volei en pista, Voleibol"
18503,CLUB DE MOTOCICLISME DUC CAMBRILS,"Av. Milenari, 19 Baixos",43850,Cambrils,Baix Camp,660050875 /,duccambrils@gmail.com,Clubs i Associacions Esportives,Motociclisme
18504,CLUB VOLEIBOL GUIXOLS 2017,Carrer Lleida 31,17220,Sant Feliu de Guíxols,Baix Empordà,697654407 /,clubvoleibolguixols@gmail.com,Clubs i Associacions Esportives,Voleibol
18505,CLUB ESPORTIU AUXIN FUTSAL BARCELONA,"Carrer Berlinès, 5, pral. 1a",08006,Barcelona,Barcelonès,932008786 /,pauhervas6@gmail.com,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
18506,CLUB EQUITACION RACIONAL WESTERN MONTORNES,"Carrer Ilerda, 5 B",43830,Torredembarra,Tarragonès,616020962 / 977646595,contacto@racionalwestern.com,Clubs i Associacions Esportives,Hípica
18507,CLUB BTT ÒLIBES,"Avinguda Santa Cristina, 3",17121,Corçà,Baix Empordà,660761398 /,olibesbttcorca@gmail.com,Clubs i Associacions Esportives,BTT (ciclisme en bicicleta tot terreny)
18508,CLUB FUTBOL SALA TRINITAT NOVA,"Carrer Pedrosa, 21",08033,Barcelona,Barcelonès,660739420 /,fs.trinitatnova@gmail.com,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
18509,CLUB VOLEI GELIDA,"Avinguda Europa, 29 3º 3º",08790,Gelida,Alt Penedès,937792257 /,eduard.soto@aualung.es,Clubs i Associacions Esportives,Voleibol
18510,SITGES SURF CLUB,"Sant Pere, 21, local",08870,Sitges,Garraf,628126272 /,info@sitgessurf.club,Clubs i Associacions Esportives,"Bodyboard, Caiac de Mar, Skate-Board, Stand Up Paddle, Surf"
18511,SALOU ASSOCIACIO RUGBY CLUB,"Carrer Rosa Sensat, 14 3º 2º",43480,Salou,Tarragonès,615518700 /,salouacademyrc@gmail.com,Clubs i Associacions Esportives,Rugby
18512,CLUB D'ESGRIMA COSTA BRAVA,"Carrer Rosa Sensat,  1-11",17310,Lloret de Mar,Selva,685234192 /,esgrimacostabrava@gmail.com,Clubs i Associacions Esportives,Esgrima
18513,CLUB NATACIO OLESA,"Passeig del Progrés, 93  3n 2n",08640,Olesa de Montserrat,Baix Llobregat,636370990 /,cnolesa@gmail.com,Clubs i Associacions Esportives,Natació
18514,CLUB AUTOMODELISME CALLUS,"Carretera de Cardona, 42 1pis",08262,Callús,Bages,626603410 /,callusrc@gmail.com,Clubs i Associacions Esportives,Automodelisme (Automobilisme)
18515,MOTO CLUB BARENYS SALOU,Carrer Milà s/n (Poliesportiu Municipal),43840,Salou,Tarragonès,618383768 /,motoclubbarenyssalou@gmail.com,Clubs i Associacions Esportives,Motociclisme
18516,CLUB HIPIC EQUILIBRE,"Disseminat Borgonyà, 28",17844,Cornellà del Terri,Pla de l'Estany,669050516 /,chequilibri@gmail.com,Clubs i Associacions Esportives,"Concurs complet d'equitació, Doma clásica, Enganxaments  (Hipica), Equitació amb poni, Hípica, Marxes a cavall, Para equestre, Salts d'obstacle, Trec, Volteig"
18517,CLUB ULTIMATE SHARKS BARCELONA,"Carrer Concepció Arenal, 4, 5è 1a",08027,Barcelona,Barcelonès,600945642 /,clubultimatesharksbarcelona@gmail.com,Clubs i Associacions Esportives,Ultimate
18518,ASOCIACION DEPORTIVA INTER VILA,"Carrer del Prat 1, 1º 2º",08840,Viladecans,Baix Llobregat,66328971 /,antoniohelsguerrero85@gmail.com,Clubs i Associacions Esportives,Futbol
18519,CLUB NATACIO SANES,Carrer Josep Fusalba s/n,08635,Sant Esteve Sesrovires,Baix Llobregat,937759650 /,cnsanes@gmail.com,Clubs i Associacions Esportives,"Natació, Natació artística, Triatló, Waterpolo"
18520,CLUB EXCURSIONISTA TAVASCAN,"Carrer Casal del Poble, núm.1",25577,Lladorre,Pallars Sobirà,/,ctavascan@gmail.com,Clubs i Associacions Esportives,"Esports de neu, Excursionisme"
18521,ASSOCIACIO PATINATGE ARTISTIC CORBERA,"Mare de Deu de Lourdes, 10",08757,Corbera de Llobregat,Baix Llobregat,607272729 /,APACorbera@gmail.com,Clubs i Associacions Esportives,Patinatge artístic
18522,MOTOCLUB GARROTXA,"Carrer Terrassa, 24",17800,Olot,Garrotxa,682420143 /,rocklandamer@gmail.com,Clubs i Associacions Esportives,Moto Cros
18523,CLUB TRIATLO ARENYS,"Carrer Pla dels Frares, 6 1r 1a",08350,Arenys de Mar,Maresme,619788080 / 937920708,triatloarenys2018@gmail.com,Clubs i Associacions Esportives,"Ciclisme, Duatló (Triatló), Natació, Triatló"
18524,CLUB PATI MONTORNES,"Gran Via, 3",08170,Montornès del Vallès,Vallès Oriental,/,cpmontornes@gmail.com,Clubs i Associacions Esportives,Patinatge artístic
18525,ASSOCIACIÓ ESPORTIVA D'ARTS MARCIALS ULLASTRELL,Plaça de les Escoles s/n,08231,Ullastrell,Vallès Occidental,647857652 /,ullastrellartsmarcials@gmail.com,Clubs i Associacions Esportives,"Hapkido, Taekwon-do"
18526,CLUB FUTBOL SALA ANGLESOLA,"Catalunya, 18",25320,Anglesola,Urgell,696260810 /,fsanglesola@gmail.com,Clubs i Associacions Esportives,Futbol sala (Futbol cinc)
18527,CLUB D'ESCACS PEONS DEL BRUC,"Carrer Bruc del Mig, 55",08294,"Bruc, el",Anoia,937710006 / 937710450,escacs.elbruc@gmail.com,Clubs i Associacions Esportives,Escacs
18528,CLUB TOT PADEL TERRASSA 2016,Carrer Finisterre 13 B,08223,Terrassa,Vallès Occidental,678921559 /,totpadelcenter@gmail.com,Clubs i Associacions Esportives,Padel
